,8,12,13,14,16,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118,119,121
6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"('1', '0', '0', '0', '0')","('1', '1', '0', '0', '0')",,,,,,"('3', '1', '0', '0', '0')",,,"('1', '0', '0', '0', '0')","('4', '0', '0', '0', '0')",,"('1', '0', '0', '0', '0')",,,,"('1', '0', '0', '0', '0')","('4', '0', '0', '0', '0')","('2', '0', '0', '0', '0')","('5', '0', '0', '0', '0')","('4', '0', '1', '0', '0')","('10', '1', '0', '0', '0')","('1', '1', '0', '0', '0')","('7', '2', '0', '0', '0')","('7', '2', '0', '0', '0')","('16', '3', '0', '0', '0')","('11', '2', '0', '0', '0')","('10', '4', '0', '0', '0')","('12', '3', '1', '0', '0')","('12', '3', '0', '0', '0')","('20', '2', '0', '0', '0')","('22', '4', '0', '0', '0')","('29', '4', '1', '0', '0')","('18', '2', '0', '0', '0')","('22', '5', '1', '0', '0')","('22', '6', '1', '0', '0')","('13', '5', '0', '0', '0')","('31', '8', '1', '0', '0')","('27', '6', '0', '0', '0')","('27', '9', '1', '0', '0')","('22', '10', '0', '0', '0')","('25', '5', '2', '0', '0')","('38', '7', '2', '0', '0')","('31', '11', '0', '0', '0')","('36', '9', '2', '1', '0')","('32', '13', '0', '0', '0')","('38', '13', '5', '0', '0')","('35', '16', '3', '0', '0')","('44', '18', '6', '0', '0')","('47', '25', '3', '0', '0')","('47', '24', '2', '0', '0')","('55', '23', '5', '0', '0')","('51', '21', '4', '0', '0')","('71', '39', '3', '1', '0')","('64', '39', '3', '0', '0')","('78', '41', '5', '0', '0')","('64', '32', '5', '0', '0')","('76', '41', '3', '1', '0')","('72', '37', '6', '0', '0')","('71', '35', '7', '1', '0')","('72', '35', '6', '0', '0')","('79', '33', '10', '0', '0')","('64', '36', '3', '0', '0')","('69', '37', '7', '1', '0')","('51', '25', '8', '0', '0')","('36', '19', '4', '0', '0')","('33', '22', '4', '0', '0')","('20', '15', '1', '1', '0')","('12', '8', '0', '0', '0')","('8', '5', '0', '0', '0')","('7', '4', '2', '0', '0')","('3', '1', '1', '0', '0')","('2', '0', '0', '0', '0')","('1', '1', '0', '0', '0')","('1', '0', '0', '0', '0')",,,
60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"('1', '0', '0', '0', '0')",,,,,,"('1', '0', '0', '0', '0')","('1', '0', '0', '0', '0')",,,"('4', '0', '0', '0', '0')",,"('3', '0', '0', '0', '0')","('3', '0', '0', '0', '0')","('3', '0', '0', '0', '0')","('1', '0', '0', '0', '0')","('3', '0', '0', '0', '0')","('4', '0', '0', '0', '0')","('1', '0', '0', '0', '0')","('3', '0', '0', '0', '0')","('1', '0', '0', '0', '0')","('4', '0', '0', '0', '0')","('4', '1', '0', '0', '0')","('1', '0', '0', '0', '0')","('4', '0', '0', '0', '0')","('6', '0', '0', '0', '0')","('8', '0', '0', '0', '0')","('10', '0', '0', '0', '0')","('5', '0', '0', '0', '0')","('6', '0', '0', '0', '0')","('10', '0', '0', '0', '0')","('9', '0', '0', '0', '0')","('11', '0', '0', '0', '0')","('8', '0', '0', '0', '0')","('12', '0', '0', '0', '0')","('10', '0', '0', '0', '0')","('11', '0', '0', '0', '0')","('6', '0', '0', '0', '0')","('7', '0', '0', '0', '0')","('15', '0', '0', '0', '0')","('11', '0', '0', '0', '0')","('8', '0', '0', '0', '0')","('14', '0', '0', '0', '0')","('9', '0', '0', '0', '0')","('11', '0', '0', '0', '0')","('9', '0', '0', '0', '0')","('9', '0', '0', '0', '0')","('6', '0', '0', '0', '0')","('3', '0', '0', '0', '0')","('2', '0', '0', '0', '0')","('1', '0', '0', '0', '0')","('2', '0', '0', '0', '0')",,,,,,,,,,,,,,,,,,,,
61,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"('1', '0', '0', '0', '0')",,,,,"('1', '0', '0', '0', '0')",,"('2', '0', '0', '0', '0')",,,"('1', '0', '0', '0', '0')","('4', '0', '0', '0', '0')","('1', '0', '0', '0', '0')","('2', '0', '0', '0', '0')","('1', '0', '0', '0', '0')","('4', '0', '0', '0', '0')","('5', '0', '0', '0', '0')","('1', '0', '0', '0', '0')","('2', '0', '0', '0', '0')","('4', '0', '0', '0', '0')","('3', '0', '0', '0', '0')","('2', '0', '0', '0', '0')","('2', '0', '0', '0', '0')","('6', '0', '0', '0', '0')","('8', '0', '0', '0', '0')","('6', '0', '0', '0', '0')","('3', '0', '0', '0', '0')","('6', '1', '0', '0', '0')","('4', '0', '0', '0', '0')","('3', '0', '0', '0', '0')","('11', '1', '0', '0', '0')","('5', '0', '0', '0', '0')","('12', '0', '0', '0', '0')","('8', '0', '0', '0', '0')","('10', '0', '0', '0', '0')","('10', '0', '0', '0', '0')","('11', '0', '0', '0', '0')","('8', '0', '0', '0', '0')","('7', '0', '0', '0', '0')","('5', '0', '0', '0', '0')","('10', '0', '1', '0', '0')","('10', '1', '1', '0', '0')","('11', '0', '0', '0', '0')","('11', '0', '1', '0', '0')","('14', '0', '0', '0', '0')","('8', '0', '0', '0', '0')","('16', '0', '0', '0', '0')","('8', '0', '0', '0', '0')","('10', '0', '0', '0', '0')","('7', '0', '0', '0', '0')","('2', '0', '0', '0', '0')","('4', '0', '0', '0', '0')","('3', '0', '0', '0', '0')","('1', '0', '0', '0', '0')","('1', '0', '0', '0', '0')",,"('1', '0', '0', '0', '0')","('1', '0', '0', '0', '0')",,,,,,,,,,,,,,,,
62,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"('1', '0', '0', '0', '0')","('1', '0', '0', '0', '0')",,,,"('3', '0', '0', '0', '0')",,,"('3', '0', '0', '0', '0')","('1', '0', '0', '0', '0')","('1', '0', '0', '0', '0')","('1', '0', '0', '0', '0')","('1', '0', '0', '0', '0')","('5', '0', '0', '0', '0')","('1', '0', '0', '0', '0')","('1', '0', '0', '0', '0')","('4', '0', '0', '0', '0')","('3', '0', '0', '0', '0')","('1', '0', '0', '0', '0')","('2', '0', '0', '0', '0')","('5', '0', '0', '0', '0')","('3', '0', '0', '0', '0')","('3', '0', '0', '0', '0')","('4', '0', '0', '0', '0')","('2', '0', '0', '0', '0')","('4', '0', '0', '0', '0')","('10', '0', '0', '0', '0')","('4', '0', '0', '0', '0')","('3', '0', '0', '0', '0')","('8', '0', '0', '0', '0')","('8', '0', '0', '0', '0')","('9', '0', '0', '0', '0')","('6', '0', '0', '0', '0')","('10', '0', '0', '0', '0')","('10', '0', '0', '0', '0')","('7', '0', '0', '0', '0')","('11', '0', '0', '0', '0')","('9', '0', '1', '0', '0')","('12', '0', '0', '0', '0')","('4', '0', '0', '0', '0')","('6', '0', '0', '0', '0')","('3', '0', '0', '0', '0')","('9', '0', '0', '0', '0')","('5', '0', '0', '0', '0')","('4', '0', '0', '0', '0')","('1', '0', '0', '0', '0')","('3', '0', '0', '0', '0')","('2', '0', '0', '0', '0')","('2', '0', '0', '0', '0')","('1', '0', '0', '0', '0')",,"('1', '0', '0', '0', '0')",,"('1', '0', '0', '0', '0')","('1', '0', '0', '0', '0')",,,,,,,,,,,,,,,,
63,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"('1', '0', '0', '0', '0')",,"('1', '0', '0', '0', '0')",,"('1', '0', '0', '0', '0')",,"('1', '0', '0', '0', '0')","('1', '0', '0', '0', '0')",,,,"('1', '0', '0', '0', '0')",,"('1', '0', '0', '0', '0')","('1', '0', '0', '0', '0')","('2', '0', '0', '0', '0')","('2', '0', '1', '0', '0')","('2', '0', '0', '0', '0')",,"('1', '0', '0', '0', '0')","('3', '0', '0', '0', '0')","('1', '0', '0', '0', '0')","('4', '0', '0', '0', '0')","('2', '0', '0', '0', '0')","('1', '0', '0', '0', '0')","('2', '0', '0', '0', '0')","('3', '0', '0', '0', '0')","('3', '0', '0', '0', '0')","('5', '0', '0', '0', '0')","('3', '0', '0', '0', '0')","('5', '0', '0', '0', '0')","('5', '0', '0', '0', '0')","('5', '0', '0', '0', '0')","('1', '0', '0', '0', '0')","('8', '0', '0', '0', '0')","('5', '0', '0', '0', '0')","('3', '0', '0', '0', '0')","('6', '0', '0', '0', '0')","('15', '1', '0', '0', '0')","('10', '0', '0', '0', '0')","('8', '0', '0', '0', '0')","('8', '0', '0', '0', '0')","('15', '0', '0', '0', '0')","('12', '0', '0', '0', '0')","('4', '0', '0', '0', '0')","('7', '0', '0', '0', '0')","('4', '0', '0', '0', '0')","('6', '0', '0', '0', '0')","('7', '0', '0', '0', '0')","('2', '0', '0', '0', '0')","('2', '0', '0', '0', '0')",,"('2', '0', '0', '0', '0')",,,,,,,,,"('1', '1', '0', '0', '0')",,,,,,,,,,,,,
64,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"('1', '0', '0', '0', '0')",,,,"('1', '0', '0', '0', '0')",,"('1', '0', '0', '0', '0')","('1', '0', '0', '0', '0')",,"('2', '0', '0', '0', '0')",,,,"('3', '0', '0', '0', '0')",,"('1', '0', '0', '0', '0')",,,"('1', '0', '0', '0', '0')","('3', '0', '0', '0', '0')","('3', '0', '0', '0', '0')","('2', '0', '0', '0', '0')","('3', '0', '0', '0', '0')","('7', '0', '0', '0', '0')",,"('3', '0', '0', '0', '0')","('3', '0', '0', '0', '0')","('4', '0', '0', '0', '0')","('5', '0', '0', '0', '0')","('4', '0', '0', '0', '0')","('8', '0', '0', '0', '0')","('7', '0', '0', '0', '0')","('6', '0', '0', '0', '0')","('6', '0', '0', '0', '0')","('9', '0', '0', '0', '0')","('8', '0', '0', '0', '0')","('3', '0', '0', '0', '0')","('9', '0', '0', '0', '0')","('3', '0', '0', '0', '0')","('13', '0', '0', '0', '0')","('6', '1', '0', '0', '0')","('6', '0', '1', '0', '0')","('11', '1', '0', '0', '0')","('7', '0', '0', '0', '0')","('3', '0', '0', '0', '0')","('7', '0', '0', '0', '0')",,"('3', '0', '0', '0', '0')","('1', '0', '0', '0', '0')","('3', '0', '0', '0', '0')","('1', '0', '0', '0', '0')",,"('1', '0', '0', '0', '0')","('1', '0', '0', '0', '0')",,,,,,,,,,,,,,,,,,
65,,,,,,,,,,,,,,,,,,,,,,,,,,,"('1', '0', '0', '0', '0')",,"('1', '0', '0', '0', '0')",,,,,"('1', '0', '0', '0', '0')",,,,,"('1', '0', '0', '0', '0')",,,,,,,"('1', '0', '0', '0', '0')",,"('2', '0', '0', '0', '0')","('2', '0', '0', '0', '0')","('1', '0', '0', '0', '0')",,,"('1', '0', '0', '0', '0')","('1', '0', '0', '0', '0')","('3', '0', '0', '0', '0')","('1', '0', '0', '0', '0')","('3', '0', '0', '0', '0')","('8', '0', '0', '0', '0')","('1', '0', '0', '0', '0')","('4', '0', '0', '0', '0')","('4', '0', '0', '0', '0')","('2', '0', '0', '0', '0')","('3', '0', '0', '0', '0')","('8', '0', '0', '0', '0')","('7', '0', '0', '0', '0')","('2', '0', '0', '0', '0')","('3', '0', '0', '0', '0')","('4', '0', '0', '0', '0')","('5', '0', '0', '0', '0')","('8', '0', '0', '0', '0')","('11', '0', '0', '0', '0')","('7', '0', '0', '0', '0')","('5', '0', '0', '0', '0')","('6', '0', '0', '0', '0')","('5', '0', '0', '0', '0')","('6', '0', '0', '0', '0')","('6', '0', '0', '0', '0')","('5', '0', '0', '0', '0')","('4', '0', '0', '0', '0')","('1', '0', '0', '0', '0')","('1', '0', '0', '0', '0')","('5', '0', '0', '0', '0')","('1', '0', '0', '0', '0')","('3', '0', '0', '0', '0')","('1', '0', '0', '0', '0')","('1', '0', '0', '0', '0')",,,,,,,,,,,,,,,,,,,,,,
66,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"('1', '0', '0', '0', '0')",,,,"('2', '0', '0', '0', '0')",,,,"('1', '0', '0', '0', '0')",,"('2', '0', '0', '0', '0')","('2', '0', '0', '0', '0')","('2', '0', '0', '0', '0')","('2', '0', '0', '0', '0')",,"('2', '0', '0', '0', '0')",,"('1', '0', '0', '0', '0')","('2', '0', '0', '0', '0')","('1', '0', '0', '0', '0')","('2', '0', '0', '0', '0')","('7', '0', '0', '0', '0')","('4', '0', '0', '0', '0')","('3', '0', '0', '0', '0')","('5', '0', '0', '0', '0')","('7', '0', '0', '0', '0')","('7', '0', '0', '0', '0')","('3', '0', '0', '0', '0')","('3', '0', '0', '0', '0')","('5', '0', '0', '0', '0')","('3', '0', '0', '0', '0')","('6', '0', '0', '0', '0')","('4', '0', '0', '0', '0')","('4', '0', '0', '0', '0')","('4', '0', '0', '0', '0')","('6', '0', '0', '0', '0')","('2', '0', '0', '0', '0')","('2', '0', '0', '0', '0')","('1', '0', '0', '0', '0')","('7', '0', '0', '0', '0')","('3', '0', '0', '0', '0')","('3', '1', '0', '0', '0')",,,"('2', '0', '0', '0', '0')","('1', '0', '0', '0', '0')","('2', '0', '0', '0', '0')","('1', '0', '0', '0', '0')",,"('1', '0', '0', '0', '0')",,,,,,,,,,,,,,,,,,
67,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"('1', '0', '0', '0', '0')","('2', '0', '0', '0', '0')",,,"('1', '0', '0', '0', '0')","('1', '0', '0', '0', '0')","('1', '0', '0', '0', '0')","('1', '0', '0', '0', '0')",,,"('1', '0', '0', '0', '0')","('2', '0', '0', '0', '0')","('1', '0', '0', '0', '0')","('1', '0', '0', '0', '0')","('2', '0', '0', '0', '0')","('3', '0', '0', '0', '0')","('2', '0', '0', '0', '0')","('1', '0', '0', '0', '0')","('4', '0', '0', '0', '0')","('2', '0', '0', '0', '0')","('3', '0', '0', '0', '0')","('3', '0', '0', '0', '0')","('4', '0', '0', '0', '0')","('3', '0', '0', '0', '0')","('3', '0', '0', '0', '0')","('3', '0', '0', '0', '0')","('3', '0', '0', '0', '0')","('5', '0', '0', '0', '0')","('4', '0', '0', '0', '0')","('6', '1', '0', '0', '0')","('5', '0', '0', '0', '0')","('4', '0', '0', '0', '0')","('5', '0', '0', '0', '0')","('6', '1', '0', '0', '0')","('3', '0', '0', '0', '0')","('2', '0', '0', '0', '0')",,"('1', '0', '0', '0', '0')",,,,,"('1', '0', '0', '0', '0')",,,,,,,,,,,,,,,,,,,,,
68,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"('1', '0', '0', '0', '0')",,"('1', '0', '0', '0', '0')","('1', '0', '0', '0', '0')","('1', '0', '0', '0', '0')",,,"('1', '0', '0', '0', '0')","('2', '0', '0', '0', '0')",,,,,,,,"('2', '0', '0', '0', '0')","('1', '0', '0', '0', '0')","('2', '0', '0', '0', '0')",,"('5', '0', '0', '0', '0')","('1', '0', '0', '0', '0')","('3', '0', '0', '0', '0')","('3', '0', '0', '0', '0')","('2', '0', '0', '0', '0')",,"('3', '0', '0', '0', '0')","('3', '0', '0', '0', '0')","('3', '0', '0', '0', '0')","('2', '0', '0', '0', '0')","('2', '0', '0', '0', '0')","('2', '0', '0', '0', '0')","('3', '0', '0', '0', '0')","('3', '0', '0', '0', '0')","('2', '0', '0', '0', '0')","('1', '0', '0', '0', '0')","('1', '0', '0', '0', '0')","('9', '0', '0', '0', '0')","('3', '0', '0', '0', '0')","('4', '0', '0', '0', '0')","('3', '0', '0', '0', '0')",,,"('1', '0', '0', '0', '0')",,,,,,"('1', '0', '0', '0', '0')",,,,,,,,,,,,,,,,,,
69,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"('3', '0', '0', '0', '0')",,,,,"('1', '0', '0', '0', '0')",,"('1', '0', '0', '0', '0')",,"('2', '0', '0', '0', '0')",,,"('1', '0', '0', '0', '0')",,"('2', '0', '0', '0', '0')",,"('3', '0', '0', '0', '0')",,"('1', '0', '0', '0', '0')","('4', '0', '0', '0', '0')","('2', '0', '0', '0', '0')",,"('3', '0', '0', '0', '0')","('3', '0', '0', '0', '0')","('2', '0', '0', '0', '0')","('1', '0', '0', '0', '0')","('1', '0', '0', '0', '0')","('3', '0', '0', '0', '0')","('2', '0', '0', '0', '0')",,,"('3', '0', '0', '0', '0')","('3', '0', '0', '0', '0')","('2', '0', '1', '0', '0')","('1', '0', '0', '0', '0')","('1', '0', '0', '0', '0')","('1', '0', '0', '0', '0')","('1', '1', '0', '0', '0')","('1', '0', '0', '0', '0')",,,,,,,,,,,,,,,,,,,,,,,,
7,,,,,,,,,,,,,,,,,,,,,,,,,,,,"('1', '0', '0', '0', '0')","('2', '1', '0', '0', '0')",,,,,,"('1', '0', '0', '0', '0')","('1', '0', '0', '0', '0')","('2', '0', '0', '0', '0')","('1', '0', '0', '0', '0')","('1', '1', '0', '0', '0')","('1', '0', '0', '0', '0')","('2', '0', '0', '0', '0')",,"('6', '0', '0', '0', '0')","('1', '0', '0', '0', '0')","('3', '1', '0', '0', '0')",,"('6', '3', '0', '0', '0')","('1', '0', '0', '0', '0')","('4', '1', '0', '0', '0')","('3', '1', '0', '0', '0')","('3', '1', '0', '0', '0')","('6', '2', '0', '0', '0')","('8', '0', '0', '0', '0')","('9', '1', '2', '0', '0')","('14', '5', '0', '0', '0')","('13', '1', '1', '0', '0')","('12', '2', '0', '0', '0')","('8', '1', '0', '0', '0')","('10', '2', '0', '0', '0')","('15', '3', '1', '0', '0')","('13', '4', '0', '0', '0')","('20', '5', '0', '0', '0')","('20', '5', '0', '0', '0')","('28', '7', '1', '0', '0')","('22', '8', '3', '0', '0')","('26', '6', '3', '0', '0')","('23', '5', '0', '0', '0')","('27', '6', '1', '0', '0')","('25', '13', '1', '0', '0')","('27', '8', '3', '0', '0')","('31', '13', '0', '0', '0')","('24', '7', '2', '0', '0')","('28', '17', '2', '0', '0')","('21', '7', '0', '0', '0')","('28', '12', '1', '0', '0')","('38', '16', '3', '0', '0')","('33', '16', '1', '0', '0')","('41', '22', '3', '0', '0')","('44', '19', '1', '0', '0')","('44', '21', '3', '0', '0')","('42', '22', '0', '0', '0')","('52', '25', '2', '1', '0')","('51', '24', '7', '1', '0')","('62', '31', '4', '0', '0')","('61', '29', '5', '0', '0')","('69', '41', '5', '1', '0')","('72', '38', '2', '0', '0')","('70', '38', '2', '0', '0')","('72', '42', '4', '0', '0')","('80', '47', '5', '0', '0')","('68', '46', '4', '0', '0')","('68', '34', '8', '0', '0')","('64', '26', '12', '0', '0')","('62', '29', '7', '0', '0')","('49', '26', '6', '2', '0')","('43', '24', '4', '0', '0')","('27', '13', '3', '0', '0')","('27', '18', '2', '0', '0')","('12', '7', '2', '0', '0')","('9', '3', '2', '0', '0')","('5', '3', '0', '0', '0')","('3', '2', '1', '0', '0')","('1', '1', '0', '0', '0')","('1', '1', '0', '0', '0')",,"('1', '0', '0', '0', '0')",,
70,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"('1', '0', '0', '0', '0')",,,,,"('1', '0', '0', '0', '0')","('1', '0', '0', '0', '0')",,,,,,,"('2', '0', '0', '0', '0')",,"('3', '0', '0', '0', '0')","('4', '0', '0', '0', '0')",,"('1', '0', '0', '0', '0')","('1', '0', '0', '0', '0')","('1', '0', '0', '0', '0')","('3', '0', '0', '0', '0')","('2', '0', '0', '0', '0')","('1', '0', '0', '0', '0')","('2', '0', '0', '0', '0')",,,"('2', '0', '0', '0', '0')","('1', '0', '0', '0', '0')",,"('1', '0', '0', '0', '0')",,,"('1', '0', '0', '0', '0')","('1', '0', '0', '0', '0')",,,"('1', '0', '0', '0', '0')",,,,,,,,,,,,,,,,,,,,,,,
71,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"('1', '0', '0', '0', '0')",,,,,,,,,,,"('1', '0', '0', '0', '0')",,,,"('3', '0', '0', '0', '0')","('1', '0', '0', '0', '0')","('3', '0', '0', '0', '0')",,,,,"('1', '0', '0', '0', '0')",,"('4', '0', '0', '0', '0')",,,"('2', '0', '0', '0', '0')","('3', '0', '0', '0', '0')",,"('3', '0', '0', '0', '0')","('3', '0', '0', '0', '0')","('1', '0', '0', '0', '0')",,"('1', '0', '0', '0', '0')",,,"('2', '0', '0', '0', '0')","('1', '0', '0', '0', '0')","('2', '0', '0', '0', '0')","('2', '0', '0', '0', '0')",,,,"('1', '0', '0', '0', '0')",,,"('1', '0', '0', '0', '0')",,,,,,,,,,,,,,,,,,,,
72,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"('1', '0', '0', '0', '0')",,"('1', '0', '0', '0', '0')",,,,,,"('1', '0', '0', '0', '0')",,,,"('2', '0', '0', '0', '0')","('1', '0', '0', '0', '0')","('1', '0', '0', '0', '0')","('1', '0', '0', '0', '0')","('2', '0', '0', '0', '0')",,"('1', '0', '0', '0', '0')",,,,"('1', '0', '0', '0', '0')",,"('2', '0', '0', '0', '0')",,"('1', '0', '0', '0', '0')","('1', '0', '0', '0', '0')",,"('2', '0', '0', '0', '0')","('1', '0', '0', '0', '0')","('1', '0', '0', '0', '0')","('1', '0', '0', '0', '0')",,,,"('1', '0', '0', '0', '0')",,"('1', '0', '0', '0', '0')",,"('1', '0', '0', '0', '0')",,,,,,,,,,,,,,,,,,,,,
73,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"('1', '0', '0', '0', '0')",,,,,,,,,,"('1', '0', '0', '0', '0')",,,,,"('1', '0', '0', '0', '0')",,,"('1', '0', '0', '0', '0')",,"('1', '0', '0', '0', '0')",,,"('2', '0', '0', '0', '0')","('3', '0', '0', '0', '0')","('1', '0', '0', '0', '0')",,"('2', '0', '0', '0', '0')",,"('2', '0', '0', '0', '0')","('2', '0', '0', '0', '0')",,"('1', '0', '0', '0', '0')",,"('1', '0', '0', '0', '0')","('2', '0', '0', '0', '0')",,,"('2', '0', '0', '0', '0')","('1', '0', '0', '0', '0')","('1', '0', '0', '0', '0')","('1', '0', '0', '0', '0')",,"('1', '0', '0', '0', '0')","('2', '0', '0', '0', '0')","('1', '0', '0', '0', '0')",,"('1', '0', '0', '0', '0')",,"('1', '0', '0', '0', '0')",,,,,,,,,,,,,,"('1', '0', '0', '0', '0')",,,,,,,
74,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"('2', '0', '0', '0', '0')",,,"('3', '0', '0', '0', '0')",,,"('1', '0', '0', '0', '0')","('2', '0', '0', '0', '0')","('1', '0', '0', '0', '0')","('1', '0', '0', '0', '0')",,,,,"('1', '0', '0', '0', '0')","('1', '0', '0', '0', '0')",,,"('1', '0', '0', '0', '0')",,"('3', '0', '0', '0', '0')","('1', '0', '0', '0', '0')","('1', '0', '0', '0', '0')","('1', '0', '0', '0', '0')","('1', '0', '0', '0', '0')","('1', '0', '0', '0', '0')","('1', '0', '0', '0', '0')","('1', '0', '0', '0', '0')","('2', '0', '0', '0', '0')",,"('1', '0', '0', '0', '0')",,,,,,,,,"('1', '0', '0', '0', '0')",,,,,,,,,,,,,,,,,,
75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"('1', '0', '0', '0', '0')",,,,,"('1', '0', '0', '0', '0')",,,,,,,"('1', '0', '0', '0', '0')","('3', '0', '0', '0', '0')","('1', '0', '0', '0', '0')",,"('1', '0', '0', '0', '0')","('1', '0', '0', '0', '0')","('1', '0', '0', '0', '0')","('2', '0', '0', '0', '0')","('1', '0', '0', '0', '0')","('2', '0', '0', '0', '0')","('1', '0', '0', '0', '0')",,,"('1', '0', '0', '0', '0')",,"('1', '0', '0', '0', '0')",,,,"('2', '0', '0', '0', '0')","('1', '0', '0', '0', '0')",,"('1', '0', '0', '0', '0')","('2', '0', '0', '0', '0')","('2', '0', '0', '0', '0')",,"('1', '0', '0', '0', '0')",,,"('1', '0', '0', '0', '0')",,"('1', '0', '0', '0', '0')","('1', '0', '0', '0', '0')",,,,,,,,,,,,,,,,,,,,,,,,
76,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"('1', '0', '0', '0', '0')",,,,,,"('1', '0', '0', '0', '0')",,,,,,,,,,,,,"('1', '0', '0', '0', '0')",,,"('1', '0', '0', '0', '0')",,,,"('1', '0', '0', '0', '0')","('3', '0', '0', '0', '0')","('2', '0', '0', '0', '0')","('3', '0', '0', '0', '0')","('1', '0', '0', '0', '0')","('3', '0', '0', '0', '0')",,"('2', '0', '0', '0', '0')","('2', '0', '0', '0', '0')","('1', '0', '0', '0', '0')","('1', '0', '0', '0', '0')","('2', '0', '0', '0', '0')","('3', '0', '0', '0', '0')",,"('4', '0', '0', '0', '0')","('1', '0', '0', '0', '0')","('6', '0', '0', '0', '0')","('1', '0', '0', '0', '0')","('1', '0', '0', '0', '0')","('3', '0', '0', '0', '0')",,"('2', '0', '0', '0', '0')","('1', '0', '0', '0', '0')","('2', '0', '0', '0', '0')",,"('1', '0', '0', '0', '0')","('1', '0', '0', '0', '0')","('1', '0', '0', '0', '0')",,,,,,,,,,,,,,,,,,,,,,,,,
77,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"('1', '0', '0', '0', '0')",,"('1', '0', '0', '0', '0')",,,"('1', '0', '0', '0', '0')",,"('2', '0', '0', '0', '0')","('1', '0', '0', '0', '0')","('2', '0', '0', '0', '0')","('1', '0', '0', '0', '0')",,"('2', '0', '0', '0', '0')","('2', '0', '0', '0', '0')","('1', '1', '0', '0', '0')","('3', '0', '0', '0', '0')","('1', '0', '0', '0', '0')","('1', '0', '0', '0', '0')","('3', '0', '0', '0', '0')","('3', '0', '0', '0', '0')","('4', '0', '0', '0', '0')","('1', '0', '0', '0', '0')","('1', '0', '0', '0', '0')","('2', '0', '0', '0', '0')","('4', '0', '0', '0', '0')","('1', '0', '0', '0', '0')","('1', '0', '0', '0', '0')","('1', '0', '0', '0', '0')","('1', '0', '0', '0', '0')","('2', '0', '0', '0', '0')","('3', '0', '0', '0', '0')",,,,,,,,,"('1', '0', '0', '0', '0')",,,,,,,,,,,,,,,,,,,,
78,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"('1', '0', '0', '0', '0')",,,"('1', '0', '0', '0', '0')","('2', '0', '0', '0', '0')","('1', '0', '0', '0', '0')","('2', '0', '0', '0', '0')","('1', '0', '0', '0', '0')",,"('1', '0', '0', '0', '0')","('1', '0', '0', '0', '0')",,"('1', '0', '0', '0', '0')","('4', '0', '0', '0', '0')",,"('1', '0', '0', '0', '0')",,"('3', '0', '0', '0', '0')","('1', '0', '0', '0', '0')",,"('3', '0', '0', '0', '0')","('4', '0', '0', '0', '0')","('3', '0', '0', '0', '0')","('1', '0', '0', '0', '0')",,"('3', '0', '0', '0', '0')","('1', '0', '0', '0', '0')","('2', '0', '0', '0', '0')","('1', '0', '0', '0', '0')","('2', '0', '0', '0', '0')","('1', '0', '0', '0', '0')","('1', '0', '0', '0', '0')","('1', '0', '0', '0', '0')",,"('1', '0', '0', '0', '0')","('1', '0', '0', '0', '0')",,,,,,,,,,,,,,,,,,,,,,,,,,
